Tên loài,Số lượng,Diện tích sinh sống (km²),Di cư,Tỷ lệ sinh sản,Rủi ro săn mồi,Mối đe dọa môi trường,Sách đỏ,Thời gian,Mùa,Vùng,Loại rừng,Đô thị hóa
Chào mào,171438,203,Không,2.76,Trung bình,6,Không,2022-07-31,Thu,Đồng bằng,Ôn đới,94
Chào mào,171695,133,Có,1.78,Trung bình,4,Không,2022-08-07,Xuân,Đồi núi,Rừng ngập mặn,21
Chào mào,171953,135,Có,4.2,Trung bình,10,Không,2022-08-14,Đông,Đồi núi,Nhiệt đới,20
Chào mào,172211,199,Một phần,4.69,Trung bình,10,Không,2022-08-21,Đông,Trung du,Nhiệt đới,83
Chào mào,172469,454,Không,4.01,Thấp,1,Không,2022-08-28,Đông,Đồng bằng,Nhiệt đới,68
Chào mào,172728,148,Có,2.63,Cao,3,Không,2022-09-04,Xuân,Đồng bằng,Rừng ngập mặn,47
Chào mào,172987,270,Không,4.99,Cao,8,Không,2022-09-11,Hạ,Đồng bằng,Rừng ngập mặn,41
Chào mào,173246,397,Có,3.02,Thấp,6,Không,2022-09-18,Đông,Đồi núi,Nhiệt đới,37
Chào mào,173506,85,Một phần,1.32,Thấp,7,Không,2022-09-25,Xuân,Trung du,Ôn đới,36
Chào mào,173766,110,Có,3.46,Trung bình,3,Không,2022-10-02,Thu,Đồng bằng,Rừng ngập mặn,11
Chào mào,174027,345,Không,1.07,Trung bình,2,Không,2022-10-09,Đông,Đồi núi,Nhiệt đới,57
Chào mào,174288,277,Không,4.47,Thấp,9,Không,2022-10-16,Hạ,Trung du,Rừng ngập mặn,75
Chào mào,174549,306,Một phần,1.6,Cao,2,Không,2022-10-23,Hạ,Đồng bằng,Ôn đới,60
Chào mào,174811,469,Một phần,4.88,Cao,3,Không,2022-10-30,Thu,Trung du,Rừng ngập mặn,45
Chào mào,175073,198,Không,4.09,Trung bình,10,Không,2022-11-06,Đông,Đồi núi,Nhiệt đới,40
Chào mào,175336,272,Một phần,4.83,Thấp,10,Không,2022-11-13,Hạ,Trung du,Nhiệt đới,22
Chào mào,175599,424,Một phần,2.31,Trung bình,3,Không,2022-11-20,Xuân,Trung du,Nhiệt đới,14
Chào mào,175862,276,Một phần,1.35,Thấp,1,Không,2022-11-27,Thu,Trung du,Ôn đới,32
Chào mào,176126,196,Một phần,2.89,Cao,4,Không,2022-12-04,Đông,Đồng bằng,Rừng ngập mặn,17
Chào mào,176390,142,Có,2.54,Thấp,2,Không,2022-12-11,Thu,Đồi núi,Ôn đới,14
Chào mào,176655,267,Một phần,4.95,Cao,1,Không,2022-12-18,Đông,Đồng bằng,Ôn đới,21
Chào mào,176920,112,Một phần,1.32,Thấp,2,Không,2022-12-25,Đông,Trung du,Ôn đới,50
Chào mào,189065,355,Có,4.48,Trung bình,5,Không,2023-01-01,Đông,Đồng bằng,Ôn đới,7
Chào mào,189396,499,Có,4.11,Thấp,2,Không,2023-01-08,Hạ,Đồng bằng,Nhiệt đới,2
Chào mào,189727,213,Một phần,4.22,Trung bình,9,Không,2023-01-15,Thu,Đồi núi,Nhiệt đới,29
Chào mào,190059,199,Có,3.95,Thấp,5,Không,2023-01-22,Xuân,Đồi núi,Rừng ngập mặn,66
Chào mào,190392,253,Không,4.1,Thấp,7,Không,2023-01-29,Đông,Đồi núi,Ôn đới,69
Chào mào,190725,293,Không,4.98,Trung bình,7,Không,2023-02-05,Đông,Đồng bằng,Ôn đới,67
Chào mào,191059,301,Một phần,4.64,Thấp,6,Không,2023-02-12,Đông,Đồng bằng,Rừng ngập mặn,60
Chào mào,191393,83,Không,3.54,Trung bình,4,Không,2023-02-19,Xuân,Đồi núi,Nhiệt đới,76
Chào mào,191728,109,Có,2.88,Trung bình,5,Không,2023-02-26,Xuân,Đồi núi,Rừng ngập mặn,45
Chào mào,192064,120,Không,2.55,Cao,3,Không,2023-03-05,Hạ,Đồi núi,Ôn đới,31
Chào mào,192400,318,Một phần,1.3,Trung bình,6,Không,2023-03-12,Đông,Trung du,Nhiệt đới,84
Chào mào,192737,41,Có,2.79,Thấp,9,Không,2023-03-19,Đông,Đồng bằng,Rừng ngập mặn,74
Chào mào,193074,480,Không,4.54,Trung bình,7,Không,2023-03-26,Thu,Đồng bằng,Nhiệt đới,40
Chào mào,193412,400,Một phần,3.68,Trung bình,5,Không,2023-04-02,Thu,Trung du,Rừng ngập mặn,9
Chào mào,193750,289,Một phần,3.62,Trung bình,9,Không,2023-04-09,Xuân,Trung du,Ôn đới,43
Chào mào,194089,90,Có,4.01,Trung bình,10,Không,2023-04-16,Hạ,Trung du,Nhiệt đới,68
Chào mào,194429,483,Một phần,4.79,Trung bình,7,Không,2023-04-23,Hạ,Trung du,Rừng ngập mặn,37
Chào mào,194769,122,Có,4.61,Thấp,2,Không,2023-04-30,Đông,Đồi núi,Nhiệt đới,51
Chào mào,195110,87,Một phần,2.38,Thấp,1,Không,2023-05-07,Đông,Đồng bằng,Ôn đới,36
Chào mào,195452,460,Không,2.84,Trung bình,1,Không,2023-05-14,Đông,Đồng bằng,Nhiệt đới,34
Chào mào,195794,23,Có,1.78,Thấp,1,Không,2023-05-21,Hạ,Đồng bằng,Ôn đới,87
Chào mào,196136,216,Một phần,4.87,Trung bình,6,Không,2023-05-28,Hạ,Đồi núi,Ôn đới,75
Chào mào,196479,20,Không,4.24,Trung bình,3,Không,2023-06-04,Thu,Đồng bằng,Nhiệt đới,41
Chào mào,196823,316,Có,1.26,Trung bình,1,Không,2023-06-11,Xuân,Đồi núi,Ôn đới,71
Chào mào,197168,128,Không,1.66,Trung bình,8,Không,2023-06-18,Xuân,Đồi núi,Rừng ngập mặn,96
Chào mào,197513,166,Không,4.5,Trung bình,5,Không,2023-06-25,Xuân,Đồng bằng,Ôn đới,52
Chào mào,184227,434,Một phần,3.37,Cao,10,Không,2023-07-02,Thu,Đồi núi,Nhiệt đới,60
Chào mào,184503,456,Có,3.32,Cao,4,Không,2023-07-09,Thu,Trung du,Nhiệt đới,23
Chào mào,184780,189,Không,3.95,Trung bình,9,Không,2023-07-16,Xuân,Đồng bằng,Ôn đới,28
Chào mào,185057,137,Một phần,1.08,Trung bình,1,Không,2023-07-23,Đông,Trung du,Rừng ngập mặn,93
Chào mào,185335,331,Không,4.41,Thấp,8,Không,2023-07-30,Đông,Đồng bằng,Nhiệt đới,37
Chào mào,185613,440,Một phần,4.54,Trung bình,3,Không,2023-08-06,Xuân,Trung du,Ôn đới,21
Chào mào,185891,373,Không,4.18,Thấp,5,Không,2023-08-13,Xuân,Trung du,Nhiệt đới,62
Chào mào,186170,345,Không,2.46,Trung bình,1,Không,2023-08-20,Đông,Đồi núi,Rừng ngập mặn,36
Chào mào,186449,17,Có,1.07,Cao,5,Không,2023-08-27,Thu,Trung du,Nhiệt đới,83
Chào mào,186729,450,Có,2.37,Thấp,6,Không,2023-09-03,Thu,Trung du,Nhiệt đới,47
Chào mào,187009,212,Một phần,4.12,Trung bình,9,Không,2023-09-10,Hạ,Đồi núi,Ôn đới,49
Chào mào,187289,489,Một phần,3.96,Thấp,7,Không,2023-09-17,Xuân,Trung du,Rừng ngập mặn,53
Chào mào,187570,379,Có,1.19,Cao,8,Không,2023-09-24,Đông,Trung du,Nhiệt đới,6
Chào mào,187852,271,Có,4.82,Thấp,3,Không,2023-10-01,Hạ,Đồng bằng,Nhiệt đới,54
Chào mào,188134,30,Có,4.34,Trung bình,10,Không,2023-10-08,Hạ,Đồi núi,Ôn đới,90
Chào mào,188416,384,Không,1.84,Trung bình,9,Không,2023-10-15,Thu,Đồng bằng,Nhiệt đới,53
Chào mào,188698,51,Không,1.71,Thấp,8,Không,2023-10-22,Xuân,Đồng bằng,Nhiệt đới,27
Chào mào,188981,491,Một phần,2.77,Trung bình,9,Không,2023-10-29,Xuân,Đồng bằng,Ôn đới,10
Chào mào,189265,380,Có,4.97,Trung bình,3,Không,2023-11-05,Đông,Trung du,Nhiệt đới,75
Chào mào,189549,313,Một phần,4.82,Thấp,1,Không,2023-11-12,Thu,Đồi núi,Rừng ngập mặn,79
Chào mào,189833,188,Một phần,2.94,Thấp,7,Không,2023-11-19,Đông,Đồi núi,Nhiệt đới,21
Chào mào,190118,460,Không,3.23,Thấp,5,Không,2023-11-26,Xuân,Đồi núi,Nhiệt đới,36
Chào mào,190403,382,Một phần,2.29,Trung bình,3,Không,2023-12-03,Xuân,Đồi núi,Nhiệt đới,61
Chào mào,190689,32,Có,1.67,Trung bình,6,Không,2023-12-10,Xuân,Đồng bằng,Rừng ngập mặn,97
Chào mào,190975,345,Có,1.2,Thấp,3,Không,2023-12-17,Xuân,Đồng bằng,Ôn đới,26
Chào mào,191261,116,Một phần,2.74,Cao,10,Không,2023-12-24,Xuân,Đồi núi,Rừng ngập mặn,64
Chào mào,191548,436,Một phần,1.82,Trung bình,10,Không,2023-12-31,Đông,Trung du,Ôn đới,4
Chào mào,224273,98,Một phần,1.91,Cao,10,Không,2024-01-07,Hạ,Trung du,Ôn đới,32
Chào mào,224722,407,Một phần,1.14,Cao,7,Không,2024-01-14,Đông,Đồi núi,Rừng ngập mặn,16
Chào mào,225171,179,Có,1.82,Trung bình,10,Không,2024-01-21,Xuân,Đồi núi,Rừng ngập mặn,49
Chào mào,225621,52,Không,2.08,Thấp,6,Không,2024-01-28,Xuân,Trung du,Rừng ngập mặn,0
Chào mào,226073,342,Không,3.83,Cao,1,Không,2024-02-04,Hạ,Đồng bằng,Rừng ngập mặn,1
Chào mào,226525,311,Không,4.61,Thấp,3,Không,2024-02-11,Thu,Đồng bằng,Rừng ngập mặn,69
Chào mào,226978,254,Một phần,1.54,Trung bình,2,Không,2024-02-18,Xuân,Trung du,Rừng ngập mặn,43
Chào mào,227432,15,Có,4.35,Thấp,10,Không,2024-02-25,Xuân,Đồi núi,Nhiệt đới,71
Chào mào,227887,255,Không,2.82,Trung bình,3,Không,2024-03-03,Xuân,Đồi núi,Nhiệt đới,92
Chào mào,228342,339,Có,2.37,Thấp,8,Không,2024-03-10,Thu,Đồi núi,Rừng ngập mặn,36
Chào mào,228799,122,Không,2.07,Trung bình,7,Không,2024-03-17,Thu,Đồi núi,Rừng ngập mặn,45
Chào mào,229257,140,Không,2.99,Thấp,3,Không,2024-03-24,Xuân,Đồi núi,Rừng ngập mặn,33
Chào mào,229715,52,Có,2.51,Cao,9,Không,2024-03-31,Đông,Đồng bằng,Rừng ngập mặn,75
Chào mào,230175,303,Không,3.24,Cao,6,Không,2024-04-07,Thu,Đồi núi,Rừng ngập mặn,24
Chào mào,230635,348,Không,3.96,Trung bình,2,Không,2024-04-14,Thu,Đồi núi,Ôn đới,81
Chào mào,231096,286,Một phần,2.75,Thấp,6,Không,2024-04-21,Thu,Đồng bằng,Ôn đới,66
Chào mào,231558,465,Không,2.48,Thấp,6,Không,2024-04-28,Hạ,Đồng bằng,Ôn đới,9
Chào mào,232022,93,Có,2.91,Cao,4,Không,2024-05-05,Thu,Đồng bằng,Rừng ngập mặn,41
Chào mào,232486,465,Không,2.94,Trung bình,2,Không,2024-05-12,Xuân,Đồng bằng,Rừng ngập mặn,36
Chào mào,232951,70,Không,2.16,Thấp,4,Không,2024-05-19,Đông,Trung du,Rừng ngập mặn,49
Chào mào,233417,229,Có,2.81,Thấp,7,Không,2024-05-26,Hạ,Đồng bằng,Rừng ngập mặn,83
Chào mào,233883,188,Không,2.59,Thấp,2,Không,2024-06-02,Thu,Đồi núi,Nhiệt đới,34
Chào mào,234351,255,Không,2.93,Trung bình,7,Không,2024-06-09,Hạ,Đồi núi,Rừng ngập mặn,58
Chào mào,234820,426,Một phần,4.78,Trung bình,10,Không,2024-06-16,Thu,Trung du,Nhiệt đới,85
Chào mào,235289,300,Không,2.55,Cao,9,Không,2024-06-23,Xuân,Đồng bằng,Ôn đới,94
Chào mào,235760,32,Có,2.42,Cao,10,Không,2024-06-30,Hạ,Trung du,Rừng ngập mặn,24
Chào mào,257079,343,Có,4.74,Trung bình,2,Không,2024-07-07,Xuân,Trung du,Nhiệt đới,23
Chào mào,257657,397,Có,3.88,Trung bình,10,Không,2024-07-14,Đông,Đồng bằng,Rừng ngập mặn,0
Chào mào,258237,308,Một phần,4.45,Cao,1,Không,2024-07-21,Thu,Đồng bằng,Rừng ngập mặn,89
Chào mào,258818,371,Có,4.24,Trung bình,4,Không,2024-07-28,Đông,Đồng bằng,Ôn đới,100
Chào mào,259400,76,Một phần,4.52,Cao,8,Không,2024-08-04,Xuân,Đồng bằng,Nhiệt đới,81
Chào mào,259984,114,Không,3.87,Cao,6,Không,2024-08-11,Thu,Đồi núi,Rừng ngập mặn,29
Chào mào,260569,258,Không,1.74,Trung bình,5,Không,2024-08-18,Thu,Đồng bằng,Rừng ngập mặn,17
Chào mào,261155,458,Một phần,4.89,Cao,7,Không,2024-08-25,Đông,Đồng bằng,Nhiệt đới,64
Chào mào,261743,225,Không,4.99,Cao,10,Không,2024-09-01,Đông,Đồi núi,Ôn đới,64
Chào mào,262332,177,Một phần,2.79,Trung bình,3,Không,2024-09-08,Đông,Đồi núi,Rừng ngập mặn,73
Chào mào,262922,64,Một phần,4.44,Thấp,4,Không,2024-09-15,Xuân,Trung du,Ôn đới,82
Chào mào,263514,151,Không,4.88,Thấp,6,Không,2024-09-22,Xuân,Đồng bằng,Rừng ngập mặn,53
Chào mào,264107,443,Một phần,3.47,Thấp,8,Không,2024-09-29,Xuân,Đồi núi,Nhiệt đới,67
Chào mào,264701,452,Không,4.75,Cao,8,Không,2024-10-06,Đông,Đồng bằng,Rừng ngập mặn,25
Chào mào,265296,417,Có,4.67,Trung bình,4,Không,2024-10-13,Thu,Đồng bằng,Rừng ngập mặn,54
Chào mào,265893,467,Một phần,1.18,Cao,5,Không,2024-10-20,Xuân,Đồng bằng,Nhiệt đới,81
Chào mào,266492,119,Có,2.87,Trung bình,4,Không,2024-10-27,Thu,Trung du,Rừng ngập mặn,93
Chào mào,267091,487,Một phần,1.12,Cao,5,Không,2024-11-03,Đông,Đồng bằng,Ôn đới,25
Chào mào,267692,477,Có,2.37,Cao,3,Không,2024-11-10,Hạ,Đồi núi,Rừng ngập mặn,41
Chào mào,268294,50,Có,3.84,Trung bình,9,Không,2024-11-17,Thu,Đồng bằng,Ôn đới,64
Chào mào,268898,235,Một phần,3.34,Cao,8,Không,2024-11-24,Thu,Đồi núi,Rừng ngập mặn,3
Chào mào,269503,268,Có,4.62,Cao,6,Không,2024-12-01,Xuân,Đồi núi,Rừng ngập mặn,46
Chào mào,270110,131,Có,2.9,Cao,5,Không,2024-12-08,Đông,Trung du,Ôn đới,31
Chào mào,270717,139,Không,4.07,Thấp,6,Không,2024-12-15,Hạ,Đồi núi,Nhiệt đới,7
Chào mào,271326,201,Một phần,4.49,Thấp,10,Không,2024-12-22,Đông,Trung du,Nhiệt đới,24
Chào mào,271937,76,Có,4.39,Cao,4,Không,2024-12-29,Thu,Trung du,Nhiệt đới,37
