Tên loài,Số lượng,Diện tích sinh sống (km²),Di cư,Tỷ lệ sinh sản,Rủi ro săn mồi,Mối đe dọa môi trường,Sách đỏ,Thời gian,Mùa,Vùng,Loại rừng,Đô thị hóa
Cú mèo,31298,419,Không,1.39,Trung bình,1,Không,2022-07-03,Đông,Đồi núi,Rừng ngập mặn,38
Cú mèo,31235,137,Một phần,3.24,Cao,10,Không,2022-07-10,Thu,Đồng bằng,Nhiệt đới,82
Cú mèo,31172,103,Không,3.04,Cao,8,Không,2022-07-17,Hạ,Đồi núi,Nhiệt đới,62
Cú mèo,31110,156,Một phần,4.68,Thấp,2,Không,2022-07-24,Hạ,Đồng bằng,Ôn đới,90
Cú mèo,31048,205,Có,4.55,Thấp,3,Không,2022-07-31,Đông,Đồi núi,Nhiệt đới,86
Cú mèo,30986,134,Không,4.85,Trung bình,6,Không,2022-08-07,Hạ,Đồng bằng,Nhiệt đới,41
Cú mèo,30924,169,Có,4.42,Trung bình,3,Không,2022-08-14,Hạ,Đồi núi,Nhiệt đới,50
Cú mèo,30862,69,Có,2.94,Trung bình,9,Không,2022-08-21,Đông,Trung du,Ôn đới,2
Cú mèo,30800,468,Không,2.98,Thấp,6,Không,2022-08-28,Xuân,Trung du,Nhiệt đới,16
Cú mèo,30739,379,Không,3.97,Trung bình,9,Không,2022-09-04,Thu,Đồi núi,Rừng ngập mặn,79
Cú mèo,30677,144,Một phần,4.98,Cao,3,Không,2022-09-11,Đông,Trung du,Nhiệt đới,8
Cú mèo,30616,33,Không,4.13,Thấp,7,Không,2022-09-18,Đông,Đồng bằng,Ôn đới,85
Cú mèo,30555,107,Có,2.7,Cao,6,Không,2022-09-25,Thu,Đồi núi,Nhiệt đới,95
Cú mèo,30493,89,Có,4.75,Thấp,5,Không,2022-10-02,Xuân,Đồng bằng,Ôn đới,35
Cú mèo,30432,480,Có,1.34,Trung bình,10,Không,2022-10-09,Xuân,Đồng bằng,Ôn đới,62
Cú mèo,30372,348,Không,1.86,Trung bình,2,Không,2022-10-16,Thu,Trung du,Ôn đới,43
Cú mèo,30311,397,Có,2.31,Trung bình,5,Không,2022-10-23,Xuân,Đồng bằng,Rừng ngập mặn,20
Cú mèo,30250,452,Có,4.08,Cao,9,Không,2022-10-30,Thu,Đồng bằng,Ôn đới,79
Cú mèo,30190,136,Một phần,2.99,Cao,5,Không,2022-11-06,Xuân,Trung du,Rừng ngập mặn,12
Cú mèo,30129,319,Không,4.93,Cao,5,Không,2022-11-13,Hạ,Đồng bằng,Rừng ngập mặn,33
Cú mèo,30069,469,Có,1.1,Trung bình,3,Không,2022-11-20,Xuân,Đồng bằng,Rừng ngập mặn,38
Cú mèo,30009,459,Không,4.73,Thấp,8,Không,2022-11-27,Thu,Đồng bằng,Rừng ngập mặn,91
Cú mèo,29949,356,Một phần,2.44,Trung bình,1,Không,2022-12-04,Xuân,Đồi núi,Nhiệt đới,42
Cú mèo,29889,355,Một phần,3.4,Cao,8,Không,2022-12-11,Hạ,Đồi núi,Rừng ngập mặn,51
Cú mèo,29829,493,Không,4.03,Trung bình,7,Không,2022-12-18,Xuân,Đồng bằng,Rừng ngập mặn,70
Cú mèo,29770,292,Không,4.74,Thấp,6,Không,2022-12-25,Hạ,Trung du,Nhiệt đới,10
Cú mèo,27836,149,Một phần,1.18,Trung bình,6,Không,2023-01-01,Xuân,Đồng bằng,Ôn đới,83
Cú mèo,27774,419,Có,3.48,Thấp,9,Không,2023-01-08,Đông,Đồng bằng,Nhiệt đới,28
Cú mèo,27711,350,Một phần,4.69,Thấp,9,Không,2023-01-15,Xuân,Đồi núi,Ôn đới,23
Cú mèo,27649,87,Một phần,2.82,Trung bình,7,Không,2023-01-22,Đông,Đồi núi,Rừng ngập mặn,25
Cú mèo,27587,377,Có,2.1,Thấp,3,Không,2023-01-29,Thu,Đồng bằng,Rừng ngập mặn,27
Cú mèo,27525,166,Có,4.73,Cao,2,Không,2023-02-05,Hạ,Trung du,Ôn đới,49
Cú mèo,27463,187,Không,2.14,Cao,5,Không,2023-02-12,Xuân,Đồng bằng,Rừng ngập mặn,29
Cú mèo,27401,227,Một phần,3.45,Trung bình,5,Không,2023-02-19,Thu,Trung du,Nhiệt đới,13
Cú mèo,27339,118,Có,1.95,Thấp,4,Không,2023-02-26,Hạ,Trung du,Ôn đới,22
Cú mèo,27278,193,Có,1.04,Thấp,2,Không,2023-03-05,Xuân,Đồi núi,Ôn đới,68
Cú mèo,27216,445,Có,2.56,Thấp,8,Không,2023-03-12,Hạ,Trung du,Nhiệt đới,26
Cú mèo,27155,57,Có,1.04,Trung bình,8,Không,2023-03-19,Hạ,Đồng bằng,Ôn đới,58
Cú mèo,27094,405,Một phần,2.54,Cao,1,Không,2023-03-26,Đông,Trung du,Rừng ngập mặn,67
Cú mèo,27033,47,Không,3.03,Thấp,6,Không,2023-04-02,Thu,Trung du,Ôn đới,14
Cú mèo,26972,412,Có,4.72,Cao,6,Không,2023-04-09,Đông,Đồi núi,Ôn đới,71
Cú mèo,26912,63,Một phần,4.89,Trung bình,9,Không,2023-04-16,Xuân,Đồng bằng,Rừng ngập mặn,27
Cú mèo,26851,282,Không,1.59,Cao,1,Không,2023-04-23,Đông,Đồi núi,Nhiệt đới,84
Cú mèo,26791,85,Một phần,4.02,Cao,7,Không,2023-04-30,Hạ,Trung du,Ôn đới,40
Cú mèo,26730,127,Có,2.95,Trung bình,9,Không,2023-05-07,Hạ,Đồng bằng,Nhiệt đới,77
Cú mèo,26670,422,Có,3.13,Thấp,10,Không,2023-05-14,Xuân,Đồi núi,Rừng ngập mặn,50
Cú mèo,26610,421,Có,4.96,Trung bình,7,Không,2023-05-21,Xuân,Trung du,Rừng ngập mặn,53
Cú mèo,26550,14,Có,3.74,Trung bình,9,Không,2023-05-28,Thu,Đồi núi,Nhiệt đới,15
Cú mèo,26491,453,Có,3.34,Cao,3,Không,2023-06-04,Đông,Đồng bằng,Ôn đới,45
Cú mèo,26431,53,Một phần,1.21,Cao,7,Không,2023-06-11,Xuân,Trung du,Rừng ngập mặn,13
Cú mèo,26372,68,Không,3.62,Cao,7,Không,2023-06-18,Xuân,Đồi núi,Rừng ngập mặn,21
Cú mèo,26312,47,Có,2.75,Thấp,10,Không,2023-06-25,Thu,Đồng bằng,Nhiệt đới,92
Cú mèo,24437,87,Có,2.59,Trung bình,8,Không,2023-07-02,Hạ,Đồi núi,Nhiệt đới,96
Cú mèo,24376,173,Không,3.26,Trung bình,2,Không,2023-07-09,Hạ,Trung du,Rừng ngập mặn,23
Cú mèo,24315,223,Có,3.77,Thấp,2,Không,2023-07-16,Thu,Đồi núi,Nhiệt đới,8
Cú mèo,24254,162,Một phần,3.29,Thấp,7,Không,2023-07-23,Đông,Đồng bằng,Nhiệt đới,43
Cú mèo,24194,99,Có,1.8,Trung bình,6,Không,2023-07-30,Xuân,Đồi núi,Rừng ngập mặn,73
Cú mèo,24133,16,Có,2.38,Trung bình,4,Không,2023-08-06,Thu,Trung du,Nhiệt đới,99
Cú mèo,24073,101,Có,1.49,Thấp,6,Không,2023-08-13,Hạ,Trung du,Ôn đới,57
Cú mèo,24013,187,Có,1.93,Cao,6,Không,2023-08-20,Xuân,Đồi núi,Nhiệt đới,100
Cú mèo,23953,16,Có,2.9,Thấp,5,Không,2023-08-27,Xuân,Đồi núi,Nhiệt đới,73
Cú mèo,23893,472,Không,2.89,Thấp,8,Không,2023-09-03,Hạ,Đồi núi,Rừng ngập mặn,71
Cú mèo,23833,488,Có,1.03,Thấp,2,Không,2023-09-10,Hạ,Trung du,Ôn đới,96
Cú mèo,23774,84,Không,2.74,Cao,9,Không,2023-09-17,Xuân,Trung du,Ôn đới,7
Cú mèo,23714,118,Có,2.86,Thấp,3,Không,2023-09-24,Thu,Trung du,Rừng ngập mặn,70
Cú mèo,23655,14,Một phần,2.52,Trung bình,4,Không,2023-10-01,Hạ,Trung du,Ôn đới,49
Cú mèo,23596,407,Một phần,2.23,Thấp,4,Không,2023-10-08,Xuân,Trung du,Ôn đới,77
Cú mèo,23537,13,Không,3.13,Thấp,8,Không,2023-10-15,Xuân,Trung du,Ôn đới,2
Cú mèo,23478,495,Có,3.8,Thấp,2,Không,2023-10-22,Đông,Đồi núi,Ôn đới,17
Cú mèo,23419,382,Có,1.4,Thấp,7,Không,2023-10-29,Hạ,Đồi núi,Rừng ngập mặn,85
Cú mèo,23361,121,Không,1.71,Cao,2,Không,2023-11-05,Thu,Trung du,Rừng ngập mặn,74
Cú mèo,23302,349,Có,3.33,Cao,2,Không,2023-11-12,Xuân,Trung du,Rừng ngập mặn,20
Cú mèo,23244,86,Không,1.54,Thấp,5,Không,2023-11-19,Thu,Đồng bằng,Ôn đới,5
Cú mèo,23186,196,Một phần,2.61,Cao,2,Không,2023-11-26,Đông,Trung du,Rừng ngập mặn,9
Cú mèo,23128,159,Một phần,4.56,Cao,6,Không,2023-12-03,Hạ,Đồi núi,Ôn đới,25
Cú mèo,23070,76,Có,1.87,Trung bình,6,Không,2023-12-10,Hạ,Đồng bằng,Ôn đới,53
Cú mèo,23012,419,Có,3.95,Cao,9,Không,2023-12-17,Hạ,Đồng bằng,Ôn đới,18
Cú mèo,22955,120,Không,3.2,Trung bình,8,Không,2023-12-24,Hạ,Trung du,Nhiệt đới,62
Cú mèo,22897,78,Không,3.05,Cao,4,Không,2023-12-31,Xuân,Đồng bằng,Ôn đới,36
Cú mèo,22840,311,Không,2.28,Trung bình,4,Không,2024-01-07,Hạ,Trung du,Ôn đới,73
Cú mèo,22783,274,Không,2.8,Trung bình,8,Không,2024-01-14,Xuân,Đồng bằng,Rừng ngập mặn,73
Cú mèo,22726,377,Không,3.16,Trung bình,2,Không,2024-01-21,Đông,Đồi núi,Ôn đới,58
Cú mèo,22669,358,Một phần,4.44,Cao,5,Không,2024-01-28,Xuân,Đồng bằng,Ôn đới,57
Cú mèo,22613,286,Một phần,4.08,Cao,5,Không,2024-02-04,Xuân,Trung du,Ôn đới,100
Cú mèo,22556,293,Một phần,3.57,Thấp,7,Không,2024-02-11,Thu,Trung du,Ôn đới,83
Cú mèo,22500,474,Có,2.95,Thấp,1,Không,2024-02-18,Thu,Đồng bằng,Rừng ngập mặn,76
Cú mèo,22443,366,Một phần,4.55,Trung bình,3,Không,2024-02-25,Thu,Đồng bằng,Nhiệt đới,3
Cú mèo,22387,139,Một phần,4.33,Cao,4,Không,2024-03-03,Xuân,Trung du,Rừng ngập mặn,87
Cú mèo,22331,77,Một phần,1.76,Thấp,1,Không,2024-03-10,Xuân,Trung du,Nhiệt đới,85
Cú mèo,22276,271,Không,4.52,Thấp,1,Không,2024-03-17,Xuân,Đồng bằng,Nhiệt đới,74
Cú mèo,22220,422,Một phần,1.23,Cao,5,Không,2024-03-24,Thu,Đồi núi,Rừng ngập mặn,0
Cú mèo,22164,68,Không,4.02,Thấp,7,Không,2024-03-31,Thu,Đồng bằng,Rừng ngập mặn,61
Cú mèo,22109,206,Một phần,2.26,Thấp,9,Không,2024-04-07,Xuân,Đồi núi,Rừng ngập mặn,3
Cú mèo,22054,75,Một phần,2.81,Thấp,3,Không,2024-04-14,Hạ,Trung du,Nhiệt đới,43
Cú mèo,21998,487,Một phần,3.48,Thấp,6,Không,2024-04-21,Đông,Trung du,Ôn đới,63
Cú mèo,21943,434,Một phần,4.43,Thấp,10,Không,2024-04-28,Xuân,Trung du,Ôn đới,61
Cú mèo,21889,272,Một phần,4.33,Cao,1,Không,2024-05-05,Xuân,Đồng bằng,Ôn đới,56
Cú mèo,21834,344,Có,1.03,Cao,8,Không,2024-05-12,Đông,Trung du,Nhiệt đới,89
Cú mèo,21779,495,Một phần,4.58,Thấp,2,Không,2024-05-19,Đông,Đồng bằng,Rừng ngập mặn,64
Cú mèo,21725,278,Không,1.5,Thấp,5,Không,2024-05-26,Xuân,Đồi núi,Nhiệt đới,1
Cú mèo,21671,416,Có,2.74,Cao,9,Không,2024-06-02,Xuân,Đồi núi,Rừng ngập mặn,8
Cú mèo,21616,405,Không,4.91,Cao,2,Không,2024-06-09,Xuân,Đồi núi,Nhiệt đới,56
Cú mèo,21562,25,Có,4.0,Thấp,1,Không,2024-06-16,Xuân,Trung du,Ôn đới,53
Cú mèo,21508,190,Có,2.94,Thấp,1,Không,2024-06-23,Đông,Trung du,Nhiệt đới,38
Cú mèo,21455,37,Một phần,4.41,Trung bình,5,Không,2024-06-30,Đông,Đồi núi,Ôn đới,7
Cú mèo,16584,254,Không,1.32,Trung bình,10,Không,2024-07-07,Xuân,Đồng bằng,Nhiệt đới,43
Cú mèo,16530,436,Một phần,4.42,Trung bình,8,Không,2024-07-14,Hạ,Đồi núi,Ôn đới,0
Cú mèo,16477,285,Không,4.47,Thấp,10,Không,2024-07-21,Đông,Đồi núi,Nhiệt đới,23
Cú mèo,16423,321,Không,1.35,Cao,10,Không,2024-07-28,Đông,Trung du,Ôn đới,39
Cú mèo,16370,485,Không,1.18,Cao,7,Không,2024-08-04,Xuân,Trung du,Nhiệt đới,1
Cú mèo,16316,373,Có,4.57,Thấp,9,Không,2024-08-11,Hạ,Đồi núi,Ôn đới,100
Cú mèo,16263,154,Một phần,1.24,Thấp,3,Không,2024-08-18,Đông,Trung du,Nhiệt đới,33
Cú mèo,16211,80,Một phần,3.65,Cao,4,Không,2024-08-25,Xuân,Trung du,Rừng ngập mặn,47
Cú mèo,16158,176,Có,4.17,Thấp,9,Không,2024-09-01,Xuân,Đồng bằng,Nhiệt đới,84
Cú mèo,16105,349,Không,4.97,Thấp,4,Không,2024-09-08,Thu,Đồi núi,Nhiệt đới,49
Cú mèo,16053,483,Một phần,4.49,Thấp,3,Không,2024-09-15,Xuân,Đồi núi,Nhiệt đới,39
Cú mèo,16001,393,Không,2.52,Thấp,2,Không,2024-09-22,Đông,Đồi núi,Rừng ngập mặn,50
Cú mèo,15949,59,Không,3.24,Cao,6,Không,2024-09-29,Xuân,Đồi núi,Nhiệt đới,19
Cú mèo,15897,367,Không,1.14,Thấp,5,Không,2024-10-06,Hạ,Đồng bằng,Rừng ngập mặn,21
Cú mèo,15845,49,Một phần,2.9,Trung bình,1,Không,2024-10-13,Đông,Đồi núi,Rừng ngập mặn,7
Cú mèo,15794,205,Có,2.38,Thấp,5,Không,2024-10-20,Thu,Trung du,Nhiệt đới,73
Cú mèo,15742,186,Có,3.95,Thấp,4,Không,2024-10-27,Đông,Đồi núi,Nhiệt đới,69
Cú mèo,15691,415,Không,2.14,Cao,4,Không,2024-11-03,Hạ,Trung du,Rừng ngập mặn,46
Cú mèo,15640,319,Có,1.2,Thấp,7,Không,2024-11-10,Thu,Trung du,Ôn đới,85
Cú mèo,15589,418,Có,2.67,Thấp,2,Không,2024-11-17,Đông,Đồng bằng,Ôn đới,36
Cú mèo,15539,269,Có,4.16,Thấp,1,Không,2024-11-24,Đông,Đồi núi,Ôn đới,80
Cú mèo,15488,45,Một phần,2.33,Trung bình,10,Không,2024-12-01,Đông,Trung du,Ôn đới,31
Cú mèo,15438,351,Không,2.7,Cao,5,Không,2024-12-08,Đông,Đồi núi,Nhiệt đới,98
Cú mèo,15388,126,Có,2.44,Thấp,10,Không,2024-12-15,Hạ,Đồng bằng,Rừng ngập mặn,14
Cú mèo,15338,411,Không,2.67,Trung bình,4,Không,2024-12-22,Thu,Trung du,Rừng ngập mặn,9
Cú mèo,15288,14,Một phần,3.95,Cao,3,Không,2024-12-29,Thu,Trung du,Ôn đới,11
