Tên loài,Số lượng,Diện tích sinh sống (km²),Di cư,Tỷ lệ sinh sản,Rủi ro săn mồi,Mối đe dọa môi trường,Sách đỏ,Thời gian,Mùa,Vùng,Loại rừng,Đô thị hóa
Yến núi,14286,397,Có,1.42,Cao,5,Không,2022-07-31,Xuân,Đồng bằng,Nhiệt đới,11
Yến núi,14307,139,Không,3.47,Cao,6,Không,2022-08-07,Xuân,Trung du,Ôn đới,29
Yến núi,14329,325,Không,1.17,Trung bình,2,Không,2022-08-14,Hạ,Đồi núi,Ôn đới,86
Yến núi,14350,296,Có,1.05,Cao,3,Không,2022-08-21,Hạ,Đồng bằng,Nhiệt đới,90
Yến núi,14372,115,Có,3.42,Thấp,5,Không,2022-08-28,Xuân,Đồi núi,Rừng ngập mặn,78
Yến núi,14394,119,Có,2.93,Thấp,6,Không,2022-09-04,Hạ,Đồng bằng,Rừng ngập mặn,70
Yến núi,14415,360,Có,2.52,Cao,5,Không,2022-09-11,Hạ,Trung du,Nhiệt đới,32
Yến núi,14437,319,Có,3.51,Trung bình,8,Không,2022-09-18,Hạ,Đồng bằng,Rừng ngập mặn,83
Yến núi,14458,261,Không,3.06,Cao,8,Không,2022-09-25,Xuân,Trung du,Rừng ngập mặn,99
Yến núi,14480,345,Có,3.7,Trung bình,10,Không,2022-10-02,Xuân,Đồng bằng,Nhiệt đới,34
Yến núi,14502,221,Không,4.01,Thấp,6,Không,2022-10-09,Đông,Đồi núi,Ôn đới,90
Yến núi,14524,473,Không,2.29,Thấp,8,Không,2022-10-16,Xuân,Trung du,Ôn đới,59
Yến núi,14545,60,Không,1.44,Cao,5,Không,2022-10-23,Hạ,Trung du,Rừng ngập mặn,100
Yến núi,14567,494,Có,4.12,Trung bình,2,Không,2022-10-30,Hạ,Trung du,Ôn đới,66
Yến núi,14589,416,Có,3.3,Thấp,4,Không,2022-11-06,Xuân,Đồng bằng,Ôn đới,36
Yến núi,14611,222,Có,1.64,Thấp,9,Không,2022-11-13,Hạ,Đồng bằng,Nhiệt đới,6
Yến núi,14633,291,Một phần,1.03,Thấp,7,Không,2022-11-20,Hạ,Trung du,Rừng ngập mặn,89
Yến núi,14655,78,Không,3.83,Trung bình,6,Không,2022-11-27,Thu,Đồng bằng,Rừng ngập mặn,18
Yến núi,14677,313,Một phần,4.17,Cao,6,Không,2022-12-04,Thu,Đồng bằng,Nhiệt đới,85
Yến núi,14699,455,Có,1.04,Trung bình,5,Không,2022-12-11,Thu,Đồi núi,Ôn đới,77
Yến núi,14721,183,Một phần,4.24,Thấp,10,Không,2022-12-18,Xuân,Đồi núi,Ôn đới,66
Yến núi,14743,91,Không,1.9,Thấp,7,Không,2022-12-25,Hạ,Đồng bằng,Nhiệt đới,14
Yến núi,13837,206,Một phần,4.0,Trung bình,3,Không,2023-01-01,Xuân,Đồi núi,Nhiệt đới,56
Yến núi,13854,327,Không,4.83,Trung bình,2,Không,2023-01-08,Hạ,Trung du,Ôn đới,73
Yến núi,13872,147,Có,5.0,Trung bình,3,Không,2023-01-15,Xuân,Đồi núi,Rừng ngập mặn,70
Yến núi,13889,138,Có,4.4,Trung bình,4,Không,2023-01-22,Thu,Trung du,Nhiệt đới,55
Yến núi,13906,109,Một phần,3.37,Trung bình,4,Không,2023-01-29,Đông,Trung du,Nhiệt đới,44
Yến núi,13924,300,Có,4.3,Trung bình,10,Không,2023-02-05,Hạ,Trung du,Rừng ngập mặn,68
Yến núi,13941,105,Một phần,2.89,Cao,2,Không,2023-02-12,Thu,Trung du,Rừng ngập mặn,15
Yến núi,13959,169,Có,2.81,Trung bình,5,Không,2023-02-19,Đông,Đồng bằng,Nhiệt đới,22
Yến núi,13976,334,Không,1.73,Trung bình,4,Không,2023-02-26,Đông,Đồng bằng,Nhiệt đới,90
Yến núi,13993,148,Có,4.79,Thấp,8,Không,2023-03-05,Xuân,Đồng bằng,Ôn đới,85
Yến núi,14011,149,Không,3.74,Trung bình,1,Không,2023-03-12,Xuân,Trung du,Nhiệt đới,76
Yến núi,14028,492,Không,4.06,Cao,2,Không,2023-03-19,Xuân,Đồi núi,Rừng ngập mặn,34
Yến núi,14046,274,Có,3.66,Trung bình,4,Không,2023-03-26,Hạ,Đồi núi,Rừng ngập mặn,67
Yến núi,14064,321,Không,4.33,Cao,8,Không,2023-04-02,Xuân,Đồng bằng,Rừng ngập mặn,99
Yến núi,14081,429,Một phần,1.06,Thấp,10,Không,2023-04-09,Đông,Đồi núi,Ôn đới,75
Yến núi,14099,386,Không,1.69,Thấp,10,Không,2023-04-16,Hạ,Trung du,Nhiệt đới,25
Yến núi,14116,389,Một phần,1.42,Cao,3,Không,2023-04-23,Đông,Đồng bằng,Ôn đới,16
Yến núi,14134,122,Không,1.54,Trung bình,9,Không,2023-04-30,Thu,Đồi núi,Rừng ngập mặn,86
Yến núi,14152,401,Có,3.66,Cao,8,Không,2023-05-07,Thu,Trung du,Rừng ngập mặn,29
Yến núi,14169,222,Không,3.61,Cao,2,Không,2023-05-14,Thu,Trung du,Ôn đới,1
Yến núi,14187,192,Không,4.81,Cao,6,Không,2023-05-21,Hạ,Trung du,Rừng ngập mặn,47
Yến núi,14205,77,Có,3.54,Thấp,5,Không,2023-05-28,Hạ,Trung du,Ôn đới,87
Yến núi,14223,415,Một phần,4.4,Cao,5,Không,2023-06-04,Thu,Đồng bằng,Nhiệt đới,89
Yến núi,14240,352,Có,1.88,Cao,8,Không,2023-06-11,Hạ,Trung du,Nhiệt đới,10
Yến núi,14258,203,Không,4.94,Trung bình,10,Không,2023-06-18,Thu,Trung du,Nhiệt đới,67
Yến núi,14276,102,Có,4.3,Cao,4,Không,2023-06-25,Hạ,Đồng bằng,Rừng ngập mặn,10
Yến núi,13309,372,Không,4.46,Trung bình,4,Không,2023-07-02,Thu,Đồng bằng,Rừng ngập mặn,20
Yến núi,13322,255,Một phần,1.78,Trung bình,7,Không,2023-07-09,Xuân,Đồng bằng,Nhiệt đới,47
Yến núi,13335,373,Không,3.16,Cao,6,Không,2023-07-16,Thu,Đồng bằng,Rừng ngập mặn,93
Yến núi,13348,324,Một phần,3.32,Cao,9,Không,2023-07-23,Đông,Trung du,Nhiệt đới,83
Yến núi,13362,274,Một phần,3.4,Thấp,10,Không,2023-07-30,Xuân,Đồi núi,Rừng ngập mặn,77
Yến núi,13375,448,Một phần,4.32,Thấp,2,Không,2023-08-06,Hạ,Trung du,Ôn đới,78
Yến núi,13389,235,Một phần,1.08,Cao,5,Không,2023-08-13,Xuân,Đồi núi,Rừng ngập mặn,46
Yến núi,13402,74,Có,1.12,Thấp,9,Không,2023-08-20,Xuân,Đồi núi,Rừng ngập mặn,93
Yến núi,13415,310,Không,1.85,Cao,9,Không,2023-08-27,Xuân,Đồi núi,Rừng ngập mặn,53
Yến núi,13429,75,Không,3.12,Cao,7,Không,2023-09-03,Đông,Trung du,Rừng ngập mặn,5
Yến núi,13442,165,Có,1.63,Cao,6,Không,2023-09-10,Hạ,Trung du,Ôn đới,40
Yến núi,13456,111,Một phần,3.03,Cao,9,Không,2023-09-17,Đông,Đồng bằng,Ôn đới,76
Yến núi,13469,378,Một phần,2.09,Cao,5,Không,2023-09-24,Xuân,Đồi núi,Rừng ngập mặn,21
Yến núi,13483,369,Một phần,1.16,Cao,4,Không,2023-10-01,Hạ,Đồi núi,Nhiệt đới,6
Yến núi,13496,477,Một phần,2.0,Thấp,2,Không,2023-10-08,Thu,Đồi núi,Ôn đới,48
Yến núi,13510,436,Có,1.5,Thấp,8,Không,2023-10-15,Thu,Trung du,Nhiệt đới,69
Yến núi,13523,208,Có,2.1,Trung bình,2,Không,2023-10-22,Đông,Đồi núi,Nhiệt đới,84
Yến núi,13537,151,Có,1.95,Cao,3,Không,2023-10-29,Thu,Đồng bằng,Nhiệt đới,30
Yến núi,13550,110,Không,4.64,Thấp,9,Không,2023-11-05,Thu,Đồng bằng,Ôn đới,99
Yến núi,13564,160,Có,1.88,Cao,3,Không,2023-11-12,Thu,Đồi núi,Rừng ngập mặn,6
Yến núi,13577,64,Không,3.15,Cao,3,Không,2023-11-19,Đông,Đồi núi,Rừng ngập mặn,74
Yến núi,13591,386,Không,2.91,Cao,3,Không,2023-11-26,Xuân,Đồng bằng,Rừng ngập mặn,11
Yến núi,13604,405,Không,1.44,Trung bình,7,Không,2023-12-03,Thu,Đồi núi,Ôn đới,54
Yến núi,13618,431,Có,3.2,Thấp,4,Không,2023-12-10,Xuân,Trung du,Nhiệt đới,73
Yến núi,13632,206,Một phần,4.65,Cao,7,Không,2023-12-17,Xuân,Đồi núi,Nhiệt đới,42
Yến núi,13645,231,Có,3.36,Cao,5,Không,2023-12-24,Hạ,Đồng bằng,Nhiệt đới,14
Yến núi,13659,360,Không,4.87,Cao,7,Không,2023-12-31,Đông,Đồng bằng,Ôn đới,4
Yến núi,12644,393,Một phần,3.21,Cao,3,Không,2024-01-07,Đông,Trung du,Nhiệt đới,61
Yến núi,12654,219,Không,2.24,Cao,3,Không,2024-01-14,Xuân,Đồi núi,Rừng ngập mặn,4
Yến núi,12663,282,Một phần,3.53,Thấp,1,Không,2024-01-21,Xuân,Trung du,Rừng ngập mặn,14
Yến núi,12673,69,Một phần,3.57,Trung bình,10,Không,2024-01-28,Thu,Đồng bằng,Ôn đới,20
Yến núi,12682,364,Không,1.45,Trung bình,4,Không,2024-02-04,Đông,Đồng bằng,Nhiệt đới,27
Yến núi,12692,141,Có,2.67,Thấp,6,Không,2024-02-11,Hạ,Đồng bằng,Rừng ngập mặn,43
Yến núi,12701,137,Không,1.04,Cao,2,Không,2024-02-18,Thu,Trung du,Nhiệt đới,43
Yến núi,12711,156,Có,2.4,Trung bình,9,Không,2024-02-25,Hạ,Đồng bằng,Nhiệt đới,13
Yến núi,12720,358,Không,1.69,Thấp,4,Không,2024-03-03,Thu,Trung du,Nhiệt đới,44
Yến núi,12730,372,Không,3.23,Trung bình,4,Không,2024-03-10,Thu,Đồng bằng,Ôn đới,98
Yến núi,12739,206,Có,3.99,Trung bình,3,Không,2024-03-17,Đông,Đồi núi,Rừng ngập mặn,34
Yến núi,12749,152,Có,2.01,Thấp,2,Không,2024-03-24,Hạ,Đồi núi,Ôn đới,21
Yến núi,12759,16,Một phần,2.39,Cao,2,Không,2024-03-31,Đông,Trung du,Nhiệt đới,30
Yến núi,12768,410,Một phần,3.49,Thấp,2,Không,2024-04-07,Thu,Đồi núi,Ôn đới,77
Yến núi,12778,54,Có,3.84,Trung bình,2,Không,2024-04-14,Thu,Đồng bằng,Nhiệt đới,10
Yến núi,12787,94,Có,3.83,Thấp,8,Không,2024-04-21,Xuân,Trung du,Rừng ngập mặn,41
Yến núi,12797,90,Có,1.81,Cao,4,Không,2024-04-28,Hạ,Đồng bằng,Rừng ngập mặn,30
Yến núi,12807,295,Có,2.79,Trung bình,3,Không,2024-05-05,Thu,Đồng bằng,Nhiệt đới,13
Yến núi,12816,192,Không,1.52,Thấp,3,Không,2024-05-12,Hạ,Đồng bằng,Rừng ngập mặn,63
Yến núi,12826,220,Có,4.7,Trung bình,1,Không,2024-05-19,Hạ,Đồng bằng,Nhiệt đới,39
Yến núi,12835,448,Một phần,2.47,Thấp,3,Không,2024-05-26,Thu,Trung du,Rừng ngập mặn,38
Yến núi,12845,189,Không,4.82,Thấp,7,Không,2024-06-02,Đông,Đồi núi,Rừng ngập mặn,53
Yến núi,12855,365,Có,4.09,Thấp,10,Không,2024-06-09,Xuân,Trung du,Ôn đới,100
Yến núi,12864,398,Không,1.86,Thấp,5,Không,2024-06-16,Xuân,Trung du,Ôn đới,43
Yến núi,12874,310,Một phần,1.99,Trung bình,6,Không,2024-06-23,Thu,Đồi núi,Rừng ngập mặn,89
Yến núi,12884,253,Một phần,1.44,Thấp,4,Không,2024-06-30,Thu,Trung du,Nhiệt đới,25
Yến núi,11846,311,Một phần,3.1,Cao,6,Không,2024-07-07,Thu,Đồng bằng,Ôn đới,1
Yến núi,11852,123,Không,2.71,Cao,4,Không,2024-07-14,Đông,Đồng bằng,Rừng ngập mặn,25
Yến núi,11858,124,Không,4.89,Cao,9,Không,2024-07-21,Hạ,Đồng bằng,Nhiệt đới,78
Yến núi,11864,78,Có,1.25,Cao,1,Không,2024-07-28,Hạ,Đồng bằng,Nhiệt đới,42
Yến núi,11870,151,Có,4.86,Trung bình,1,Không,2024-08-04,Hạ,Đồi núi,Nhiệt đới,17
Yến núi,11876,198,Có,3.45,Trung bình,10,Không,2024-08-11,Thu,Đồi núi,Nhiệt đới,65
Yến núi,11882,244,Có,2.78,Cao,5,Không,2024-08-18,Đông,Trung du,Nhiệt đới,62
Yến núi,11888,253,Không,2.58,Trung bình,7,Không,2024-08-25,Thu,Đồng bằng,Rừng ngập mặn,67
Yến núi,11894,275,Không,4.94,Trung bình,5,Không,2024-09-01,Hạ,Đồng bằng,Ôn đới,85
Yến núi,11900,98,Không,3.03,Cao,6,Không,2024-09-08,Xuân,Đồi núi,Ôn đới,33
Yến núi,11905,349,Có,4.83,Thấp,1,Không,2024-09-15,Đông,Đồi núi,Ôn đới,42
Yến núi,11911,78,Một phần,1.97,Cao,5,Không,2024-09-22,Đông,Trung du,Nhiệt đới,59
Yến núi,11917,460,Một phần,4.18,Thấp,8,Không,2024-09-29,Đông,Đồi núi,Rừng ngập mặn,7
Yến núi,11923,422,Một phần,1.62,Cao,10,Không,2024-10-06,Đông,Đồi núi,Nhiệt đới,28
Yến núi,11929,406,Không,4.4,Trung bình,9,Không,2024-10-13,Hạ,Đồng bằng,Nhiệt đới,82
Yến núi,11935,146,Không,4.73,Thấp,8,Không,2024-10-20,Xuân,Trung du,Nhiệt đới,7
Yến núi,11941,422,Có,4.53,Trung bình,5,Không,2024-10-27,Đông,Đồng bằng,Ôn đới,26
Yến núi,11947,61,Không,4.7,Thấp,1,Không,2024-11-03,Đông,Trung du,Rừng ngập mặn,61
Yến núi,11953,487,Không,4.81,Trung bình,4,Không,2024-11-10,Xuân,Trung du,Nhiệt đới,35
Yến núi,11959,357,Một phần,1.16,Trung bình,5,Không,2024-11-17,Hạ,Đồng bằng,Rừng ngập mặn,59
Yến núi,11965,413,Một phần,3.51,Trung bình,3,Không,2024-11-24,Hạ,Đồi núi,Nhiệt đới,49
Yến núi,11971,437,Không,3.93,Thấp,8,Không,2024-12-01,Hạ,Đồng bằng,Nhiệt đới,20
Yến núi,11977,392,Có,3.41,Trung bình,3,Không,2024-12-08,Thu,Đồi núi,Rừng ngập mặn,82
Yến núi,11983,409,Không,3.39,Thấp,8,Không,2024-12-15,Đông,Trung du,Rừng ngập mặn,82
Yến núi,11989,69,Không,3.07,Trung bình,6,Không,2024-12-22,Thu,Đồi núi,Rừng ngập mặn,37
Yến núi,11995,433,Không,4.23,Thấp,3,Không,2024-12-29,Đông,Trung du,Ôn đới,99
